X,Bintang,Pengguna,Komen,Tanggal
1708,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,"Blm di acc cmn di sruh perbaharui aplikasi di klik ngga bisa""",01/13/2019
1709,Diberi rating 5 bintang dari 5 bintang Diberi,Debby Sihombing,bismillah semoga di accept ktp resi karena habis kehilangan dompet tolong di bantu makasih,05/19/2019
1710,Diberi rating 1 bintang dari 5 bintang Diberi,Arip Hidayatulloh,"udah sebulan ga ada kabar,tidak ada tlp kurir",06/28/2019
1711,Diberi rating 5 bintang dari 5 bintang Diberi,Krisna Tenggara,mudah mudahan pengajuan saya kta di bank cimb niaga ke bantu,07/19/2019
1712,Diberi rating 4 bintang dari 5 bintang Diberi,Danish Ap,"Baru mau daftar , mudah2an langsung di acc yaa ?",08/28/2019
1713,Diberi rating 3 bintang dari 5 bintang Diberi,Romadona Donlay,Mudah2an Cepat di Proses di App Cermati Terima Kasih,02/11/2019
1714,Diberi rating 1 bintang dari 5 bintang Diberi,Hadi Supriyadi,MOHON RESPON.. PENGAJUAN KARTU KRIDIT MANDIRI SAYA KENAPA BELUM ADA JAWABAN YA.. CUMA DI TELEPON 1 KALI.. TERUS GA DA KABAR LAGI.. TRIMAKASI,06/13/2019
1715,Diberi rating 2 bintang dari 5 bintang Diberi,Frindo Sanjaya,"bila di Acc Cepat saya Tambahin,,klw cuma Php doang saya Hapus ajh gak Guna,,,thx,,",01/27/2019
1716,Diberi rating 1 bintang dari 5 bintang Diberi,hari musirwan,udh di kasih bintag lima ternyata pinjaman nya gk ada kejelasan..data udh diberi legkap..gk sportif ne aplikasi..gue tarek lg bintang nya,05/19/2019
1717,Diberi rating 1 bintang dari 5 bintang Diberi,deden sofian,ngentot memek gue ga suka jngan pernah tampil di hp gue lgi bikir ribet doang,01/09/2019
1718,Diberi rating 4 bintang dari 5 bintang Diberi,Pengguna Google,Saya harap pengajuan pinjaman saya cpt di setujui,11/19/2018
1719,Diberi rating 4 bintang dari 5 bintang Diberi,Dadang Suhendris,lumayan bisa membantu.kalau cair saya kasih bintang satu lagi,05/25/2019
1720,Diberi rating 3 bintang dari 5 bintang Diberi,dirboy diray,3 dlu klo dah di acc kartu kredit sya sya ksh 5 bintangnya,02/11/2019
1721,Diberi rating 2 bintang dari 5 bintang Diberi,Pengguna Google,app asu data saya sudh masuk.pengajuan kartu keredit sudah di surfai tapj sampai saat ini blm.ada k.jelasan nyaaa hadeeeh kalo sampe data ane di salah gunakan tak laporin,02/12/2019
1722,Diberi rating 5 bintang dari 5 bintang Diberi,agil supernovan,Coba lah smga bsa buat usaha pulsa amin sya udh kasih bintang 5,11/03/2018
1723,Diberi rating 5 bintang dari 5 bintang Diberi,CUCUN AVRYANTHO,ahahaha... penipuan. masa cermati nya berhasil d digibank nya gagal mulu,06/01/2019
1724,Diberi rating 5 bintang dari 5 bintang Diberi,yan firdaus,"Smoga d acc btuh dana mendesak wat byar2 yg mendesak ,tlong bantuanya ya.🙏",06/17/2019
1725,Diberi rating 5 bintang dari 5 bintang Diberi,Edy Suprapto,sangat respon saya suka dan layak di beri bintang,06/19/2019
1726,Diberi rating 3 bintang dari 5 bintang Diberi,Panggah Emi,Mudah mudahan pinjamansayadisetujui,09/30/2019
1727,Diberi rating 1 bintang dari 5 bintang Diberi,Edwar Gulo,Apk goblok pake dilempar2 k apk lain.,02/25/2020
1728,Diberi rating 4 bintang dari 5 bintang Diberi,Pengguna Google,Semoga ga PHP...tolong d bantu ya gan...,10/10/2018
1729,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,semoga bisa membatu tambahan modal bagi usaha kecil 👍👍👍😊😊😊😊,02/05/2019
1730,Diberi rating 2 bintang dari 5 bintang Diberi,Pengguna Google,saya kasih 2 apabila di setujui saya tambahkan 3,03/13/2019
1731,Diberi rating 4 bintang dari 5 bintang Diberi,Septyadi Nugroho,Semoga gak kaya kemaren CC saya tidak ada kabar nya,10/12/2018
1732,Diberi rating 1 bintang dari 5 bintang Diberi,Hanifa Derandra,udah 3 hari kok masih dalam proses tolong di acc,05/12/2019
1733,Diberi rating 3 bintang dari 5 bintang Diberi,Pengguna Google,klo di acc nti di tambahin ok...semoga jaya terus cermati,01/17/2019
1734,Diberi rating 1 bintang dari 5 bintang Diberi,Asep Junaidi,kasih satu bintang dlu klo memang diacc baru kasih bintang semua nya,06/02/2019
1735,Diberi rating 3 bintang dari 5 bintang Diberi,Dewi Benn,ko saya pinjm KTA kilat udah lengkap data tpi belum di validasi si dri tgl 30 tapi pencetakan dananya uda ada tpi belum ada validasinya,08/06/2019
1736,Diberi rating 5 bintang dari 5 bintang Diberi,Khotim Mutiah,Berharap dengan lantaran ini...semoga segera di acc,11/20/2018
1737,Diberi rating 3 bintang dari 5 bintang Diberi,Amel Melva,Bagus sih bs d cicil tp syng ...d tolak terus ...dt udh bner tp klw d ACC bintang d tmbh LG..,11/10/2018
1738,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,kalo acc saya tinggalkan aplikasi laen biar gk ribet ngecer modal pinjaman cukup 1 tapi puas thank,11/28/2018
1739,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,Kepuasan anda adalah kebutuhan kami yang indah,10/02/2018
1740,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,mantap... semoga bermanfaat & bs sll membantu..,02/02/2019
1741,Diberi rating 1 bintang dari 5 bintang Diberi,dwi ayyu,Kurang ajar tolong jangn pakai akun org buat nipu ya..,06/16/2019
1742,Diberi rating 5 bintang dari 5 bintang Diberi,Anjar Purnama,Mantap proses simple dan cepat,10/23/2019
1743,Diberi rating 4 bintang dari 5 bintang Diberi,Arielfin Arya,Baru mau dipelajari. Kalau bagus bintang naik satu,10/28/2018
1744,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,"kasih bintang 5 tolong di acc ya atas nama sucia rakasiwi , trimakasih",02/04/2019
1745,Diberi rating 5 bintang dari 5 bintang Diberi,civi kurniawan,Sangat membantu terimakasih cermati sukses selalu,01/09/2019
1746,Diberi rating 5 bintang dari 5 bintang Diberi,Keylla Fransisca,Semoga dberi kemudahan pinjaman uang nyaaa.amin..amin,09/18/2018
1747,Diberi rating 5 bintang dari 5 bintang Diberi,fadjri nur,Sangat membantu sekali. Terimakasih untuk cermati.,10/03/2018
1748,Diberi rating 5 bintang dari 5 bintang Diberi,Budi Romamsyah,app cermati sangat membantu orang yg lagih membutukan ...trmksh cermati maju trus...,07/05/2019
1749,Diberi rating 5 bintang dari 5 bintang Diberi,Maulana Hasanudin,Pinjaman saya kapan ya d acc nya,10/01/2019
1750,Diberi rating 1 bintang dari 5 bintang Diberi,Ketut Budiartawan,Nggak pernah direspon,01/13/2020
1751,Diberi rating 5 bintang dari 5 bintang Diberi,AK Kuswono,Ok berharap di acc,02/27/2020
1752,Diberi rating 5 bintang dari 5 bintang Diberi,Cogan Sweet,Kata teman bagus. Saya mau lihat hasil nya...,11/25/2018
1753,Diberi rating 4 bintang dari 5 bintang Diberi,Fernando Siahaan,Sdh seminggu blm di acc jg.. Mohon penjelasan..,01/31/2019
1754,Diberi rating 1 bintang dari 5 bintang Diberi,Ratna Sari,"Paraaaahhhh, ga diacc malah no gue disebar kmn2, segala maksa lagi yallah jgn disalah gunain ini data2",11/16/2018
1755,Diberi rating 2 bintang dari 5 bintang Diberi,Pengguna Google,Hampir 6 blan sya mengajukan pinjaman tpi blom ada kbarny pdahal sudah di srfey dan menandatangani brkas tpi smpe skarng ga ada kbar britany,01/06/2019
1756,Diberi rating 1 bintang dari 5 bintang Diberi,Labib Mudzakir,kalo emang ngga di acc langsung aja jangan janji,05/17/2019
1757,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,Semoga apa yang saya butuhkan bisa di setujui,10/13/2018
1758,Diberi rating 5 bintang dari 5 bintang Diberi,Verry Fermana Putra,sementara ☆5 dulu sampai terbukti sesuai dg promosinya,01/03/2019
1759,Diberi rating 5 bintang dari 5 bintang Diberi,adhe nurjalilah,Tolong untuk yg tdk di acc langsung di kabari,10/06/2018
1760,Diberi rating 1 bintang dari 5 bintang Diberi,Pengguna Google,Pengajuan tetapi tidak ada kabar kejelasannya,11/20/2018
1761,Diberi rating 3 bintang dari 5 bintang Diberi,Pengguna Google,Aplikasi hanya penyalur bkn pemberi pinjaman tunai.,10/26/2018
1762,Diberi rating 1 bintang dari 5 bintang Diberi,thya ariestha,Kenapa atas nama fitri nurhayati bellum di respon cuma di gantung saja tuh pengajuan,08/19/2019
1763,Diberi rating 5 bintang dari 5 bintang Diberi,winda majudin,Sangat membantu👍,12/18/2019
1764,Diberi rating 1 bintang dari 5 bintang Diberi,Pengguna Google,tolong data2 saya di hapus yaa..krn sy tdk jd pinjam,02/08/2019
1765,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,aplikasi ini sangat membantu.. semoga cepat d acc,01/27/2019
1766,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,"pengen ngajuin tpi gk bisa masuk,tlng bantuanya min",02/04/2019
1767,Diberi rating 5 bintang dari 5 bintang Diberi,Agiel Tyo,Admin semoga bisa di acc Pokoknya sukses selalu,11/24/2018
1768,Diberi rating 5 bintang dari 5 bintang Diberi,Dinda Imutz Fitri,Mantap.. Banyak membantu. Pengajuan KTA maupun CC,12/11/2018
1769,Diberi rating 5 bintang dari 5 bintang Diberi,yusdi nuriandi,"mudah"" an berhasil buat nyelesaikan kontrakan",05/24/2019
1770,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,Tolong dong jika prosesnya ditolak dll tolong infokan,11/26/2018
1771,Diberi rating 5 bintang dari 5 bintang Diberi,Kayun Legowo,"Terimakasih, saya merasa kebantu banget.",07/11/2019
1772,Diberi rating 1 bintang dari 5 bintang Diberi,Abdi SADESA,AWAS JANGAN BERIKAN DATA KE APLIKASI INI.JADI BANYAK TLPON PINJAMAN ONLINE YG TIDAK JELAS,08/08/2019
1773,Diberi rating 5 bintang dari 5 bintang Diberi,Sidik Maulana,Saya mengajukan tapi kok belum ada telepon ya,11/08/2019
1774,Diberi rating 5 bintang dari 5 bintang Diberi,Harry Anggoro,Semoga cepet di Acc atas nama Anggoro Hari Subekti,10/02/2018
1775,Diberi rating 3 bintang dari 5 bintang Diberi,MUHAMMAD Syafi.i Syafi.i,admin kok.3.kolom lg blm bs dibuka.1provinsi tempat lahir.2kota tempat lahir.3 provinsi.itu g bs dibuka tolong dibantu,10/06/2018
1776,Diberi rating 1 bintang dari 5 bintang Diberi,Yahya M Yahya,"Lama peroses dh d tlp dh d datangin ,,, ttp proses kurang lambat",10/18/2018
1777,Diberi rating 5 bintang dari 5 bintang Diberi,Randi fajar Muttaqin,Bagus & memuaskan tapi sulit validasi data nya,10/10/2018
1778,Diberi rating 5 bintang dari 5 bintang Diberi,linda astuti,"walau blm d acc ,tp app ini sgt membantu,palgi persyaratannyam mudah.ok👍",04/14/2019
1779,Diberi rating 4 bintang dari 5 bintang Diberi,Nugroho Diono,walaupun blm ada yg d acc pinjamannya saya kasih 4 dulu dech,02/11/2019
1780,Diberi rating 5 bintang dari 5 bintang Diberi,Icha Siregar,untuk kelangsungan hidup. mudah2an di acc...,02/02/2019
1781,Diberi rating 5 bintang dari 5 bintang Diberi,Lukman Hakim,"Mmudah cara isi datanya, mudah2an sefera di acc karn saya butuh tammbahan dana usaha...",11/14/2018
1782,Diberi rating 2 bintang dari 5 bintang Diberi,Pengguna Google,Cermati knp saya tidak bisa masuk tulisanny user exist already padahal saya blm pinjam,11/23/2018
1783,Diberi rating 1 bintang dari 5 bintang Diberi,hamidun desu,bintang satu dulu nunggu kejelasan sudah 3 hari,02/18/2019
1784,Diberi rating 5 bintang dari 5 bintang Diberi,Kang Iyan,Tampilkan status mslh pengajuan.. Biar jelas d acc/engganya..yg gampang d lihat,11/10/2018
1785,Diberi rating 1 bintang dari 5 bintang Diberi,Rumiati R,setiap mengajukan gak ada tlp gak ada verifikasi apapun,04/22/2019
1786,Diberi rating 3 bintang dari 5 bintang Diberi,Pengguna Google,"Pengajuan KK sy blm ad kbrnya sampel skrg,betul gk bisa bantu",10/10/2018
1787,Diberi rating 2 bintang dari 5 bintang Diberi,ichal chanel,"say kasi bintang 2 dlu kalau pengajuan saya d.acc baru saya percya kalau kulir/sales cermati bnr"" bekerja",07/03/2019
1788,Diberi rating 1 bintang dari 5 bintang Diberi,Sion Suryana,kalo ga d acc mohon data jangan disalah gunakan boss,07/25/2019
1789,Diberi rating 1 bintang dari 5 bintang Diberi,Queenio Nara,UDAH LAH PERCUMA DOWNLOAD APLIKASI BEGINI. PHP SUMPAH.. GA ADA FAEDAHNYA. YG ADA NOMOR KALIAN DICURI DITELPONIN ASURANSI,08/09/2019
1790,Diberi rating 3 bintang dari 5 bintang Diberi,Maria Prajja zakaria,baru instal jadi belum tahu.. simple aja!,08/21/2019
1791,Diberi rating 5 bintang dari 5 bintang Diberi,Alia Astari,Sangat uptodate dan membantu 👍,09/13/2019
1792,Diberi rating 5 bintang dari 5 bintang Diberi,feriyansyah,Sangat membantu terima kasih,10/27/2019
1793,Diberi rating 5 bintang dari 5 bintang Diberi,Joeslan Tayef,Terimakasih atas pelayananya,10/31/2019
1794,Diberi rating 5 bintang dari 5 bintang Diberi,Agus Ruswanto,Semoga lebih bnyak app,01/11/2020
1795,Diberi rating 1 bintang dari 5 bintang Diberi,Siranto Siranto,Ga pny kartu kredit,01/14/2020
1796,Diberi rating 3 bintang dari 5 bintang Diberi,lita umbara,hai cermati mhn segera sgera info d acc atau tidaknya pengajuan cc dan pinjaman sy agar tdk seperti d phpin,02/18/2019
1797,Diberi rating 1 bintang dari 5 bintang Diberi,Muhamad Muhaemin,pengajuan kta bank ampe budek juga gak bkl di acc klo online.kecuali datang lngsung ke bank nya,05/13/2019
1798,Diberi rating 5 bintang dari 5 bintang Diberi,Muhamad Husni,"makasih cermati ,kartu cc saya sudah di acc .",04/27/2019
1799,Diberi rating 2 bintang dari 5 bintang Diberi,Dicky Pratama,Nanti saya tambah bintang lagi kalo sudah di acc,10/01/2018
1800,Diberi rating 2 bintang dari 5 bintang Diberi,Pengguna Google,data gw sudah masuk blm.di acc pengajuan cc nyaa malah banyak tlp masuk gak jelass kalo ada apa2sama data sayaa laporoin ni app,01/22/2019
1801,Diberi rating 1 bintang dari 5 bintang Diberi,Pengguna Google,saya tidak pernah acc dicermati coba sekali lagi,01/17/2019
1802,Diberi rating 1 bintang dari 5 bintang Diberi,Pengguna Google,syaw mngajukan dri tgl25 sampai skrng blm diverifikasi ataau masih nunggu... sampe kpn nunggu diaccnya lma banget,02/27/2019
1803,Diberi rating 5 bintang dari 5 bintang Diberi,hary setiawan13,Di tunggu kabar gembira nya,09/20/2019
1804,Diberi rating 1 bintang dari 5 bintang Diberi,Bambang Hidayatullah,Ga jelass tau bisa tau nggak kasi pinjaman,11/30/2019
1805,Diberi rating 5 bintang dari 5 bintang Diberi,Irwan Syah,Semoga di acc,12/17/2019
1806,Diberi rating 1 bintang dari 5 bintang Diberi,Rangga Kusuma,ats nama andryanto d acc g y dr sabtu smpai skrg kok g ada kbr,03/19/2019
1807,Diberi rating 4 bintang dari 5 bintang Diberi,Aji Rafa,"sy kasih bintang 4 dulu,klo di ACc sy ksh bintang 5",03/08/2019
1808,Diberi rating 1 bintang dari 5 bintang Diberi,Alfazry Nuriza,"Beberapa x ajuin ga ad infonya..dtlp ktnya mw ambl data smpe skr ga ad infonya mw pinjaman,kta ataupun yg laen.",10/07/2018
1809,Diberi rating 5 bintang dari 5 bintang Diberi,henny Basri,semoga jadi rekanan yg saling membantu saat mendesak,05/14/2019
1810,Diberi rating 1 bintang dari 5 bintang Diberi,Didi Rasidi,kalau di acc gw kasih 100 bintang kalau ada,12/27/2018
1811,Diberi rating 1 bintang dari 5 bintang Diberi,Deni Kusuma,untuk proses validasi beerapa lama yah ?,04/01/2019
1812,Diberi rating 1 bintang dari 5 bintang Diberi,Lupus 1991,katanya kmren mw menghubungi lagi ko gha ada sampai skrng menghubungi....,03/20/2019
1813,Diberi rating 3 bintang dari 5 bintang Diberi,Pengguna Google,"Tolong prosesnya dipercepat dah semingguan nungguin acc KTA , semoga besok diacc KTA SAYA :-)",10/14/2018
1814,Diberi rating 3 bintang dari 5 bintang Diberi,Pengguna Google,mengapa masih ada isian aplikasi yang sulit,10/13/2018
1815,Diberi rating 3 bintang dari 5 bintang Diberi,Anna Lozatira,Klo KTA/pinjaman sya di setujui baru IS THE BEST,10/15/2018
1816,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,ko belom ada kabar diacc apa engga saya atas nama pega seti awan dengan nomer ID VAG6FGPA,01/11/2019
1817,Diberi rating 5 bintang dari 5 bintang Diberi,Ani Filiani,Saya kasi bintang 5 biar di acc pinjaman saya 😊,06/02/2019
1818,Diberi rating 5 bintang dari 5 bintang Diberi,Muhammad Ridho,besar harapan pengajian kta saya di acc. aamiin,06/21/2019
1819,Diberi rating 5 bintang dari 5 bintang Diberi,Rachmat Hidayat,sangat membatu... terima kasih cermati.,06/24/2019
1820,Diberi rating 1 bintang dari 5 bintang Diberi,Icha Putri26,Aplikasi gak guna kecewa,12/21/2019
1821,Diberi rating 5 bintang dari 5 bintang Diberi,mohammad sumarna,Saya baru mencoba dan ingin mengajukan pinjaman,12/02/2018
1822,Diberi rating 5 bintang dari 5 bintang Diberi,Joely soeharyanto,Semoga makin maju dan ditingkatkan pelayananya.,11/01/2018
1823,Diberi rating 5 bintang dari 5 bintang Diberi,muhamad yusuf,Baru mau usaha mangajukan siapa tau rejeki anak sholeh,11/20/2018
1824,Diberi rating 1 bintang dari 5 bintang Diberi,Pengguna Google,ribet bnget sarat sudah lngkap tapi ditolak... lngs gwe hspus aplikasi yg gk jlas!!!,03/02/2019
1825,Diberi rating 3 bintang dari 5 bintang Diberi,Pengguna Google,"Admin mo tnya,sya sdh seminggu lbh menunggu aplikasi pinjman sya tdk ad kbr acc tdk nya,mhon pnjlsannya",10/16/2018
1826,Diberi rating 5 bintang dari 5 bintang Diberi,Indra ayi dilan Hermawan,Saya sudah 2x apply cc ..alhamdulillah dua duanya di acc.cc bni dan cc bri touch.sudah mau 1 tahun cc bni.cc bri baru dtng.malasi cermati.god job,09/26/2018
1827,Diberi rating 1 bintang dari 5 bintang Diberi,Sharif Alfarizi,min tolong donk penjelasannya saya kan tapi saya pnya BANK BCA DOANG BISA TIDAK YA KLO BSA TOLONG DONG ACC PENGAJUAN SAYA,02/10/2019
1828,Diberi rating 5 bintang dari 5 bintang Diberi,Dede Aris,semoga di acc lgi bner bener butuh buat berobat lagi,04/04/2019
1829,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,semoga aplikasi ini bisa membantu saya . aamiin,11/05/2018
1830,Diberi rating 3 bintang dari 5 bintang Diberi,achyani djoerachman sjah,lom ada yg acc .sya coba ke 3 x nya ..,07/11/2019
1831,Diberi rating 2 bintang dari 5 bintang Diberi,Priyanto,PAYAAAAAAH 2 minggu lebih tidak ada kabar sekali 👎👎👎👎👎👎,07/31/2019
1832,Diberi rating 5 bintang dari 5 bintang Diberi,Apip Kgmc,Mg proses cepat,12/23/2019
1833,Diberi rating 5 bintang dari 5 bintang Diberi,Bintang Oppo,Saya kasi penuh aja,01/01/2020
1834,Diberi rating 3 bintang dari 5 bintang Diberi,Pengguna Google,Sya akan cb membantu apa tdk jk membantu sya sngat bertrima kasih apa lg di acc sya kan full bintang'a,10/28/2018
1835,Diberi rating 5 bintang dari 5 bintang Diberi,Endo Tipikor SH. MH,Mudah2an tdk dipersulit... Saya kasih bintang 5,12/06/2018
1836,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,"sangat membantu teman-teman,ayo cobain deh",12/31/2018
1837,Diberi rating 5 bintang dari 5 bintang Diberi,Darman Aja,mohon diacc ya terima kasih banyak...amin,03/27/2019
1838,Diberi rating 5 bintang dari 5 bintang Diberi,Irman Ferdiansyah,Sangat membantu bagi yang membutuhkan dana cepat,10/10/2018
1839,Diberi rating 3 bintang dari 5 bintang Diberi,Pengguna Google,Semoga lebih baik dan sehjatra kedepan nya,10/01/2018
1840,Diberi rating 2 bintang dari 5 bintang Diberi,Pengguna Google,tak ksh bintang dua biar cermati pelayanannya makin mudah,02/25/2019
1841,Diberi rating 4 bintang dari 5 bintang Diberi,Arman Setiawan,Saya sudah mengajukan tapi ga di acc terus,11/27/2018
1842,Diberi rating 5 bintang dari 5 bintang Diberi,Alex Suryana,Memberikan bintang 5 Karena memang Kereeen ini Aplikasi,06/20/2019
1843,Diberi rating 1 bintang dari 5 bintang Diberi,Heda Widz,Bintang 1 pantas bgt...,10/14/2019
1844,Diberi rating 5 bintang dari 5 bintang Diberi,Jihan Nurlatifah,Saya kasih lima bintang smoga pengajuan cepat diacc,11/12/2019
1845,Diberi rating 2 bintang dari 5 bintang Diberi,gusti eka saputra,Apa guna nya kamu,01/23/2020
1846,Diberi rating 5 bintang dari 5 bintang Diberi,Pengguna Google,min gmna pengajuan ane yg lewat bank amar d acc ga?,01/16/2019
1847,Diberi rating 1 bintang dari 5 bintang Diberi,Berri Jubaeri,gampang klw sudah di acc KTA saya kasih bintang lima,05/12/2019
