,Bintang,Pengguna,Komen,Tanggal
120,Diberi rating 1 bintang dari 5 bintang,A irawan Budi susetya,Cermati mohon pengajuan saya direspon kok dari tgl 1-7 g pernah direspon,9 Februari 2020
121,Diberi rating 1 bintang dari 5 bintang,dede pahruroji,mau unistal..takut!!biodata tersebar..d tungguin..malah makan hati!!,3 Desember 2019
122,Diberi rating 1 bintang dari 5 bintang,Hilman Suprijatna,Tetep aja sulit untuk mengajukan pinjaman kilat...,6 Januari 2020
123,Diberi rating 1 bintang dari 5 bintang,Ammah Dhea,Ga usah d download Apk perantara ga ada kejelasan nya,1 Maret 2020
124,Diberi rating 2 bintang dari 5 bintang,sodariku cenel,Pengajuan pinjaman saya ga di lihat2.. php doang x ya aplkasi ini,13 Desember 2019
125,Diberi rating 5 bintang dari 5 bintang,Moh Isnaeni S Ale,Berkait support dan memberikan solusi perputaran uang Nasabah,8 Januari 2020
126,Diberi rating 5 bintang dari 5 bintang,Reza Sahnun,"Terimakasih atas bantuannya, semoga pengajuannya diacc",13 Januari 2020
127,Diberi rating 4 bintang dari 5 bintang,dwi sadhinoch,"Pengajuan nya tolong di proses cepat dong.. Biar gak mrasa si PHP in, tlong.. Karna sangat butuh dana..",2 Desember 2019
128,Diberi rating 5 bintang dari 5 bintang,Jimmy sukendro,"Cepat, lancar dan mudah langsung cair dgn KTP aja",9 Desember 2019
129,Diberi rating 1 bintang dari 5 bintang,Rafi Rafi,Ni apk Buruk Ga usah di intal di browsernya Pinjam 10 juta Paling sedikit dan waktu tenornya 46 bulan Tiba di download apknya Tenor cma 6 Bulan penipu Bangsat,5 Januari 2020
130,Diberi rating 1 bintang dari 5 bintang,Bayu Nata Sukma,saya membeli kode token listrik kenapa kode nya blom dikirim,9 Desember 2019
131,Diberi rating 5 bintang dari 5 bintang,Abd Rohman,Semoga pinjaman saya cepat diproses terima kasih cermati,21 Januari 2020
132,Diberi rating 5 bintang dari 5 bintang,Dendy Tera,Membantu menyalurkan ke untuk mencari pinjaman,25 Februari 2020
133,Diberi rating 1 bintang dari 5 bintang,Alan Agustian,Lama amat prosesnya uda 1minggu lebih blm ada penjelasan trima atau tidaknya,18 Januari 2020
134,Diberi rating 5 bintang dari 5 bintang,Asman Kumis,"Pengajuannya gimana ini, proses terus sudah 1 minggu",10 Desember 2019
135,Diberi rating 5 bintang dari 5 bintang,Agung Kurniawan,Semoga bisa membantu Mslh keuangan sya. Terimakasih...,1 Februari 2020
136,Diberi rating 5 bintang dari 5 bintang,Jhoni Neolaka,semoga di permudahkan pengajuan dan cepat di ACC,6 Februari 2020
137,Diberi rating 3 bintang dari 5 bintang,erwansyah erwansyah,Semoga di ACC 1 lagi baru saya tambah bintang nya .. trims,20 Desember 2019
138,Diberi rating 5 bintang dari 5 bintang,Dessy Aryanti,"Ngajuin kartu kredit bca ,,orangnya udh kermh smpe skrng gk ada kbarnya lagii ,,bagaimana tuhh",29 Februari 2020
139,Diberi rating 1 bintang dari 5 bintang,Salsya Sabila,"aplikasi ga jelas pengajuan hampir 2thn ga ada kejelasan,aplikasi php tlp aja rajin cuma kejelasan status aplikasi ga ada berita kelanjutanya",29 November 2019
140,Diberi rating 5 bintang dari 5 bintang,Hasani Sani,Apa bisa membantu Sy proses kartu kredit dgn cepat,20 Desember 2019
141,Diberi rating 2 bintang dari 5 bintang,mufti muflikhun,Kecewa prosesnya memakan waktu lama dan tidak ada kejelasan apapun,6 Januari 2020
142,Diberi rating 1 bintang dari 5 bintang,Nur Hayati,Paarahh ini CC ga jelass banget dh mau sebulan ga ad kjelasan statusnya cm sdg proses pengiriman ke institusi terkait doank,14 Februari 2020
143,Diberi rating 5 bintang dari 5 bintang,Dita Tiara,Semoga di ACC dari pihak tersebut. Ami 🙏🙏,17 Februari 2020
144,Diberi rating 4 bintang dari 5 bintang,Tri Prasetyo,Aplikasi sangat membantu ramah dan berguna,4 Februari 2020
145,Diberi rating 5 bintang dari 5 bintang,aji coating,Kapan pinjaman di proses ? Saya lagi butuh,6 Desember 2019
146,Diberi rating 3 bintang dari 5 bintang,Kiara Desmaharani,pengajuan aplikasi saya g ad kabar baik KTA maupun CC,28 Januari 2020
147,Diberi rating 5 bintang dari 5 bintang,bambang santoso,Dalam penqajuan penqisian gak lama cepet tpi juqa apakah bisa lulus diproses juqa cepet atau...,9 Februari 2020
148,Diberi rating 3 bintang dari 5 bintang,Ari Agustin,Sya masih kasih bintang 3 dikarnakan pengajuan sya belum ada yng di stujui,11 Februari 2020
149,Diberi rating 1 bintang dari 5 bintang,Azahra Putri,"Tolong donk jgn buang waktu saya, klo di acc buruan cairin dana y, jgn bisa y nlpn ksh harapan, tau2 ga cair2,,,",14 November 2019
150,Diberi rating 5 bintang dari 5 bintang,Istiningdyahsih Pambudihayu,Meskipun blom di acc saya kasih bintang 5 ... karena yakin dapat membantu saya,2 Desember 2019
151,Diberi rating 5 bintang dari 5 bintang,Azie Thea,Mudah mudahan bisa membantu .........amin,9 Januari 2020
152,Diberi rating 5 bintang dari 5 bintang,Ayah Agus tempe,Semoga pengajuan kta saya d proses dgn cepat,26 Februari 2020
153,Diberi rating 1 bintang dari 5 bintang,Dina Oktari Helmi,"saya ajuin tpi sampe lebih dri seminggu gak ada kabar ,hanya ditelpon aja trus klo emang gak di acc beri kabar dong",29 November 2019
154,Diberi rating 3 bintang dari 5 bintang,Kartika Tika,Ssh bngt masukin buku rekening aja ga bisa trs ..,2 Februari 2020
155,Diberi rating 5 bintang dari 5 bintang,Latief Rudin,Selamat sore ko pinjam KTA Hana Bank saya belum ad kejelasan ya sudah dua hari,4 Desember 2019
156,Diberi rating 5 bintang dari 5 bintang,Jaenudin saja,Keren... 2 kartu kredit di acc..,10 Februari 2020
157,Diberi rating 1 bintang dari 5 bintang,Mamme Keylla,Tak ada konfirmasi sama sekali percuma,25 Februari 2020
158,Diberi rating 1 bintang dari 5 bintang,Nudin Gamers,Apk ga jelas prosesnya validasi truss ampe monyet jdi raja jalanan jga kga bakalan di setujuin,26 Februari 2020
159,Diberi rating 5 bintang dari 5 bintang,Wiwid Ciwod,Sangat membantu..berharap pengajuan saya di setujui lewat cermati.,16 November 2019
160,Diberi rating 1 bintang dari 5 bintang,Iyung Bhenk Benk,Aplikasi buruk dan lambat. Terima kasih,13 Desember 2019
161,Diberi rating 5 bintang dari 5 bintang,TIGA dara99 chanel,Insya allah cermati amanah dan bisa membantu,16 Desember 2019
162,Diberi rating 5 bintang dari 5 bintang,adit dharma Putra,Semoga diacc pengajuan saya y min kebutuhan mendesak....,7 Januari 2020
163,Diberi rating 5 bintang dari 5 bintang,Malsha Ajk,Ku coba mngajukn dana buat modal smoga di acc,29 Februari 2020
164,Diberi rating 5 bintang dari 5 bintang,ALDI BONNY JOSEF JOSEF,Sangat Membantu saya. Terima Kasih,7 Februari 2020
165,Diberi rating 3 bintang dari 5 bintang,Aprilia 19,Lama banget proses verifikasi nya?,10 Februari 2020
166,Diberi rating 5 bintang dari 5 bintang,Sandy Sanjaya,Kenapa tidak ada komfirmasinya kembali ya tentang ajuan saya,23 Januari 2020
167,Diberi rating 3 bintang dari 5 bintang,ricky alkatiri,Sy kasih bintang 3 dulu kalau di setujui nanti sy tambah,2 Desember 2019
168,Diberi rating 1 bintang dari 5 bintang,3 Davha Agilang,"Aplikasi bodoh, kode otp pun tidak dapat",19 Desember 2019
169,Diberi rating 4 bintang dari 5 bintang,Maruli Zen,Cukup membantu 👍... terima kasih aplikasi saya telah di setujui 😊,18 November 2019
170,Diberi rating 5 bintang dari 5 bintang,Yadi Jayadi,Smoga cepat di acc karena sy btuh buat pembiyaan anak sekolah,7 Januari 2020
171,Diberi rating 5 bintang dari 5 bintang,Gani Prasetyo,Sangat membantu thanks cermati..,21 Februari 2020
172,Diberi rating 5 bintang dari 5 bintang,Dudin Suryadin,Mohon maaf bisa di batalin gx pengajuan saya. Tanks,4 Desember 2019
173,Diberi rating 5 bintang dari 5 bintang,Okta Item,mudah mudahan di acc makasih sebelumnya,29 Januari 2020
174,Diberi rating 2 bintang dari 5 bintang,Abdul Majid,Kasih bintang 2 dl.klau emang ok sy tambah lg 5,20 Desember 2019
175,Diberi rating 5 bintang dari 5 bintang,Faurik Nugraha,"Saya di telpon oleh tunaiku, di bantu mengisi data, dan semua data sudah di isi dengan benar, lalu menunggu konfirmasi dari pihak Amar Bank, dan ada statusnya berhasil, dan tidak lama kemudian tidak ada kejelasan lagi, tadi barusan saya ditelpon katanya dananya sudah cair belom? Saya kaget, saya bil...
Ulasan Lengkap",17 Februari 2020
176,Diberi rating 5 bintang dari 5 bintang,fai haw hwa,"Mudah mudahan bagus, praktis bermamfaat, aminn",1 Desember 2019
177,Diberi rating 5 bintang dari 5 bintang,Nur Anisa fitria,Sangat Membantu bagi anak2 yang minder,19 Desember 2019
178,Diberi rating 1 bintang dari 5 bintang,rahmat sunarno,Semua ulasan keluhanya sama ngk ada respon ni aplikasi ngak bertangung jawab.alias abal2,10 Januari 2020
179,Diberi rating 5 bintang dari 5 bintang,Rizky Mahesa,"Semoga pengajuan sya diacc,lg bth dana bwt ank pendidikan dll kebutuhan mksh,sukses sllu",20 Januari 2020
180,Diberi rating 1 bintang dari 5 bintang,Ilove Gibran Ku,Aplikasi BANGSAT LOH cuma ngambil data doang...goblok,7 Desember 2019
181,Diberi rating 3 bintang dari 5 bintang,noor dian teja dian,Ksh 3 bintang dlu...pengajuan lama banget,8 Desember 2019
182,Diberi rating 5 bintang dari 5 bintang,Riduwan 1979,sya kasi bintang 5.sya yakin ajuan pinjaman sya di tolong aplikasi cermati thnks,6 Desember 2019
183,Diberi rating 3 bintang dari 5 bintang,Heri Yadi,"3 dlu,,,lihat hasil,,",4 Februari 2020
184,Diberi rating 5 bintang dari 5 bintang,syarif idris,Gak sulit tuk mendapatkannya..,4 Januari 2020
185,Diberi rating 5 bintang dari 5 bintang,Isupandiman@gmail.com Iman Supandiman,Sngt mmbntu hal kprluan seseorang..moga brkah crmati.,14 Desember 2019
186,Diberi rating 5 bintang dari 5 bintang,Koalbinet,"Fiturnya lengkap, mantap,ok",10 Januari 2020
187,Diberi rating 2 bintang dari 5 bintang,Kubo Kono,2 bintang dulu..soal nya ga bisa bisa..,2 Desember 2019
188,Diberi rating 1 bintang dari 5 bintang,Ikhsan claude van damme,Kapan sih pinjeman di acc nya lama bgt,10 Januari 2020
189,Diberi rating 5 bintang dari 5 bintang,Pensak Lobong,Trima kasih atas bantuan nya,9 Februari 2020
190,Diberi rating 5 bintang dari 5 bintang,Jeff Bawel,"Kasih bintang 5 biar ada paling atas. Yth pihak cermati, saya mau tanya tentang pengajuan bpjs saya. Udah di bayarkan kok belum ada tanggapan dari pihak bpjs dan cermati. Malahan di suruh nunggu. Sudah hampir 1 bulan tapi tidak ada tanggapan berupa telpon atau email. Mohon di tindak lanjuti. Terima ...
Ulasan Lengkap",19 Februari 2020
191,Diberi rating 1 bintang dari 5 bintang,agus muhajirin,Tidak bisa di andelin..kecewa,6 Desember 2019
192,Diberi rating 1 bintang dari 5 bintang,Nur hidayat,Coba ngajuin bpjs udah berminggu minggu status belum berubah,31 Januari 2020
193,Diberi rating 5 bintang dari 5 bintang,Scorpio Touring,Kasih bintang 5 biar di acc,8 Februari 2020
194,Diberi rating 1 bintang dari 5 bintang,Yusup Wijaya,"AKu laku top, sangat menghargai setiap data yng masuk....cermati belajar dulu ....data minta segala macam...ujung2 nya TIDAK DI SETUJUI...RUGI KITA SUDAH SUDAH PERCAYA UPLOAD SEMUA DATA .ANDA DENGAN SEENAK UDEL NYA . MENYEPELEKAN..ADUHH BRO,SIS.J A N G A N D D O W N L O A D !!!!!!! RUGI BESAR",25 Februari 2020
195,Diberi rating 5 bintang dari 5 bintang,Helidah bagus banget Nuriah,Mudah mudahan bisa di ACC,28 Februari 2020
196,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Kaya ny palsu di tlp g pernah nyambung ni appk cs,22 Januari 2020
197,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Pengajuan KTA dan kartu kredit semoga di acc,30 November 2019
198,Diberi rating 4 bintang dari 5 bintang,Johni Roger,Brapa lama minn Proses pinjaman Saya udahh lebihh 2 hari inii,9 Desember 2019
199,Diberi rating 1 bintang dari 5 bintang,A sheno 1989,Ini aplikasi gmna saya kmarin pngajuan ko ga da kbar brita lgi ya🤨,3 Januari 2020
200,Diberi rating 5 bintang dari 5 bintang,Aditya Surya pratama,Semoga berkas saya di acc,28 Februari 2020
201,Diberi rating 5 bintang dari 5 bintang,Arief Tri,saya mau coba in aplikasi bner gak.klo gak ywdh apus,6 Februari 2020
202,Diberi rating 1 bintang dari 5 bintang,Aji Sholeh22,Apliksih gk ada orangnya...,12 Januari 2020
203,Diberi rating 5 bintang dari 5 bintang,Wins Fatimah,Membantu mencari solusi,28 Februari 2020
204,Diberi rating 1 bintang dari 5 bintang,Yudha Caldera,No hp tidak bisa di ganti cuk,28 Desember 2019
205,Diberi rating 5 bintang dari 5 bintang,Jerry Louis,"woy baca nih!!! gue ngajuin di apl anda, terus di tawarin asuransi segala, ini gue mau minjem uang malah di suruh naro duit di asuransi kesehatan!! orang asuransi nlpn terus, ganggu gue banget! dan gue iseng angkat, gue jawab iya iya aja karna kesannya sangat memaksa untuk pake itu asuransi! dan gue...
Ulasan Lengkap",13 Januari 2020
206,Diberi rating 3 bintang dari 5 bintang,Shanta Shanta,"Udh di telpon customer,mudah2n acc",24 Januari 2020
207,Diberi rating 3 bintang dari 5 bintang,tata aryanah,Tiga dulu masih bingung,17 Februari 2020
208,Diberi rating 1 bintang dari 5 bintang,Dika Rakasiwi,Dari dulu sampai sekarang setiap mengajukan belum pernah ada kepastian nya di ACC atau tidak nya. Ini aplikasi cuma bisa nya iming iming aja alias PHP tapi tidak ada bukti nya kecewa banget sama aplikasi ini yang tidak bisa menghargai orang yang mengajukan di aplikasi ini.,3 Februari 2020
209,Diberi rating 1 bintang dari 5 bintang,Yulia Yulia,Hapus. Data sy php doang,5 Desember 2019
210,Diberi rating 1 bintang dari 5 bintang,Haziq Shaquile Shaquile,G ada yg d acc KTA nya buang2 kuota,7 Januari 2020
211,Diberi rating 4 bintang dari 5 bintang,Endang Sri mulyaningsih,Cepat...tepat dan aman,11 Januari 2020
212,Diberi rating 5 bintang dari 5 bintang,Amar Enyenk,Langkah pasti sukses,24 Februari 2020
213,Diberi rating 5 bintang dari 5 bintang,Agita erni,Blm ada kelanjutan...,25 Desember 2019
214,Diberi rating 1 bintang dari 5 bintang,Fathiyah Thya,Koment sy sma kaya nya sama ...cermati hanya php aja..ditelpon nanti ngilang..nanti telpon lagi..kaga ada kepastian..sampe berbusa buang buang waktu jawab pertanyaan nya..tau tau cuma digantungin aja..ati2 dah sm datanya..ngeri di salah gunakan...,13 Februari 2020
215,Diberi rating 5 bintang dari 5 bintang,Arga Siahaan,Pinjaman saya belum ada penjelasan nya,4 Desember 2019
216,Diberi rating 5 bintang dari 5 bintang,Muhamad Sabar,Walaupun belum ada yg ACC,16 Januari 2020
217,Diberi rating 4 bintang dari 5 bintang,Mariah Ria,Mudah mudahan bs membantu,20 Januari 2020
218,Diberi rating 1 bintang dari 5 bintang,Fiqih Alfajriansyah,"Aplikasi gajelas . acc engga"" PHP",10 Desember 2019
219,Diberi rating 5 bintang dari 5 bintang,Azefri Yanto,"Untuk pengajuan KTA saya di BANK PERMATA harus menunggu berapa lama lagi iya, sudah hampir sebulan belum ada kepastian, sudah di telpon berkali kali, sampai sekaranf statusnya masih menunggu persetujuan institusi trus. Tolong kejelasannya ??",11 Desember 2019
220,Diberi rating 3 bintang dari 5 bintang,Polsus Ka,Semoga bisa bantu lebutuhan saya,8 Januari 2020
221,Diberi rating 5 bintang dari 5 bintang,Cinta Putri,Tolong di bantu boz,8 Februari 2020
222,Diberi rating 1 bintang dari 5 bintang,Suhaili Faza,Gk bisa kirim kode..,23 Desember 2019
223,Diberi rating 4 bintang dari 5 bintang,Farid Ibrahim,Kok lama ya nunggu validasinya,11 Januari 2020
224,Diberi rating 1 bintang dari 5 bintang,bee cinema,"Aneh loh di cermati ini. Ceritanya saya udh isi berkas di situs nya untuk bikin CC bank mega.trus beberapa hari saya di tlp suruh tanda tangan suruh foto juga trus berkas saya di foto.tp setelah itu ga ada info kelanjutan nya lagi sampai 1 minggu lebih.tiba tiba cermati tlp lagi bahas perihal berkas...
Ulasan Lengkap",10 Februari 2020
225,Diberi rating 4 bintang dari 5 bintang,Budi Wiyono,Tahap pertama klo bagus tambah bintang nanti,24 November 2019
226,Diberi rating 5 bintang dari 5 bintang,Toto Dianto,Smoga membantu....trimahksih,14 Desember 2019
227,Diberi rating 5 bintang dari 5 bintang,MAMAH AFKAR,mdh2an KTA sy di setujui ....aminnnn,17 Januari 2020
228,Diberi rating 4 bintang dari 5 bintang,Nurdin Nurdin,Semua aplikasi menurut saya bagus dan berniat membantu. Hanya nasabah aja yg sllu menyalahgunakan. Dan berniat kurang bagus. Kalau ditolak jngan menyalahkan satu pihak. Ok... Smga semua aplikasi pada jaya. Dan orang nya pada sehat.,24 Januari 2020
229,Diberi rating 1 bintang dari 5 bintang,rendy lutfi,Aplikasi ga jelas,13 Februari 2020
230,Diberi rating 1 bintang dari 5 bintang,Jo Young26,Gak jelasss.....aplikasi nyolong data ni mah,15 Januari 2020
231,Diberi rating 5 bintang dari 5 bintang,Serang Cibarusah,Fast respon dan puas,6 Desember 2019
232,Diberi rating 1 bintang dari 5 bintang,Fifi Hafandi,"CERMATI !! TOLONG HAPUS DATA SAYA !! JANJI ANDA TERLALU KEBAGUSAN !!! SERINGKALI SURVEY TP HASIL GA ADA !!! BUANG2 WAKTU!!! SAYA LAPORKAN SATGAS OJK NANTI APLIKASI INI KALO MSH ADA YG TLP2 SAYA BUAT SURVEY YG GA PENTING !!! CERMATI MEMANG APKLASI BROKER KE PIHAK PENGEMBANG,TP SETIDAK NYA HRS JG BS M...
Ulasan Lengkap",16 Desember 2019
233,Diberi rating 5 bintang dari 5 bintang,Andik iswandi,Mantap sangat terbantu,18 Januari 2020
234,Diberi rating 5 bintang dari 5 bintang,arya swara,Semoga bsa membntu ya,29 Februari 2020
235,Diberi rating 3 bintang dari 5 bintang,Galih Marsudi Nurcahyo,Sukses terus cermati,11 Desember 2019
236,Diberi rating 1 bintang dari 5 bintang,Coc 01,Sangat sangat buruk,4 Januari 2020
237,Diberi rating 5 bintang dari 5 bintang,SAHRAN Solusi Sehat TOTOK SYARAF JARI GLEDEK,Sangat Mudah Pengajuannya dan Membantu sekali,5 Januari 2020
238,Diberi rating 5 bintang dari 5 bintang,Susanti UsAn,5 bintang yaaaa cmoga di accc cair uangnyaaa,9 Januari 2020
239,Diberi rating 5 bintang dari 5 bintang,Wiwin Tan,Semoga di acc.,20 Januari 2020
240,Diberi rating 5 bintang dari 5 bintang,Adhy Panjul,Mudah2an di acc,12 Februari 2020
241,Diberi rating 5 bintang dari 5 bintang,feri padli,Sangat membantu pengajuan saya di setujui,21 November 2019
242,Diberi rating 5 bintang dari 5 bintang,Negri Sakti kontruction,Semoga di acc karna butuh bgt biayaya,20 Januari 2020
243,Diberi rating 5 bintang dari 5 bintang,Sumarta Sumarta Warsa,Belum direalisasi,21 Januari 2020
244,Diberi rating 1 bintang dari 5 bintang,iip sutisna,lama prosesenya masih nunggu validasi aja mf,22 Januari 2020
245,Diberi rating 2 bintang dari 5 bintang,Candra Candra,"mengajukan kartu kredit disini. mengajukan tanggal 23 januari,pengambilan dokumen tanggal 29 januari,ditelpone dari sono sini dan pihak bank terkait sdh. tapi sampe sekarang belum ada kejelasan. parah",26 Februari 2020
